source,target,similarity
다른,알겠습니다.,0.9688698649406433
다른,"없어요,",0.9656202793121338
다른,없어요.,0.9651073217391968
다른,없으신가요?,0.9650721549987793
다른,사항은,0.9610021710395813
다른,수고하세요.,0.9537376165390015
다른,감사합니다!,0.9376332759857178
다른,예정입니다.,0.9136540293693542
다른,사용하세요.,0.9049484729766846
다른,이메일로,0.9024026989936829
다른,보내드립니다.,0.9019625186920166
다른,가입이,0.8987644910812378
다른,문의사항은,0.8984658122062683
다른,진행하겠습니다.,0.8970495462417603
다른,없어!,0.8957032561302185
다른,겁니다.,0.8952339887619019
다른,납부될,0.8925986289978027
다른,연락드릴,0.8873647451400757
확인했습니다.,<BIRTH_NUMBER>입니다.,0.9516396522521973
확인했습니다.,<MOBILE_NUMBER>입니다.,0.9503232836723328
확인했습니다.,"<NAME>이고,",0.9289401173591614
확인했습니다.,<NAME>이고,0.9197187423706055
확인했습니다.,주시겠어요?,0.9188663959503174
확인했습니다.,<ADDRESS>입니다.,0.9153354167938232
확인했습니다.,주소는,0.9113059639930725
확인했습니다.,주소지를,0.9109245538711548
확인했습니다.,사유를,0.9038092494010925
확인했습니다.,생년월일을,0.9025512337684631
확인했습니다.,<NAME>이야!,0.9006340503692627
확인했습니다.,장애,0.8996838927268982
확인했습니다.,전화번호는,0.8990625739097595
확인했습니다.,번호를,0.8858697414398193
확인했습니다.,절차,0.8846517205238342
확인했습니다.,맞아요.,0.8795961737632751
확인했습니다.,<PHONE_NUMBER>입니다.,0.8784974813461304
확인했습니다.,빨리,0.8769168853759766
확인했습니다.,여쭤봐도,0.87592613697052
확인했습니다.,해지,0.8748315572738647
말씀해,주시겠어요?,0.9794837236404419
말씀해,성함과,0.975806713104248
말씀해,<NAME>이야!,0.9677769541740417
말씀해,전화번호를,0.9636640548706055
말씀해,"<NAME>이고,",0.9627270102500916
말씀해,생년월일을,0.9610503911972046
말씀해,주소지를,0.9580581188201904
말씀해,번호를,0.9564195871353149
말씀해,성함을,0.9488844871520996
말씀해,<NAME>이고,0.9331035614013672
말씀해,최근,0.9287787675857544
말씀해,전화번호는,0.9167657494544983
말씀해,<MOBILE_NUMBER>입니다.,0.9164245128631592
말씀해,번호는,0.9063710570335388
말씀해,"고객님,",0.9013763666152954
말씀해,주소는,0.8984591960906982
말씀해,주시겠습니까?,0.8932147026062012
말씀해,핸드폰,0.8918159604072571
말씀해,얼마예요?,0.8895167708396912
알겠습니다.,문의,0.9549459218978882
알겠습니다.,"없어요,",0.9376899003982544
알겠습니다.,사항은,0.9371297955513
알겠습니다.,가입이,0.9322565793991089
알겠습니다.,처리해,0.9282345175743103
알겠습니다.,없어요.,0.927767813205719
알겠습니다.,사용하세요.,0.9270296692848206
알겠습니다.,수고하세요.,0.9227836728096008
알겠습니다.,진행하겠습니다.,0.9207537174224854
알겠습니다.,없어!,0.9183478355407715
알겠습니다.,"그래,",0.9170370697975159
알겠습니다.,없으신가요?,0.9166302680969238
알겠습니다.,겁니다.,0.9157849550247192
알겠습니다.,<NEW_CHARGE>입니다.,0.9145291447639465
알겠습니다.,보내드립니다.,0.9141401052474976
알겠습니다.,이메일로,0.9119964838027954
알겠습니다.,처리,0.9110599160194397
알겠습니다.,납부될,0.909639298915863
주시겠어요?,"<NAME>이고,",0.978214681148529
주시겠어요?,주소지를,0.9740114212036133
주시겠어요?,<NAME>이야!,0.9739954471588135
주시겠어요?,생년월일을,0.9652092456817627
주시겠어요?,전화번호를,0.9611741900444031
주시겠어요?,번호를,0.9609406590461731
주시겠어요?,성함과,0.9555469155311584
주시겠어요?,<NAME>이고,0.9526379108428955
주시겠어요?,<MOBILE_NUMBER>입니다.,0.951051652431488
주시겠어요?,성함을,0.9452834129333496
주시겠어요?,전화번호는,0.9389983415603638
주시겠어요?,최근,0.9359225630760193
주시겠어요?,주소는,0.9328308701515198
주시겠어요?,번호는,0.9176897406578064
주시겠어요?,사유를,0.9138125777244568
주시겠어요?,"고객님,",0.9127874970436096
주시겠어요?,장애,0.9092360138893127
AS,신청,0.9603323936462402
AS,돼요.,0.9377084374427795
AS,가까운,0.9337875247001648
AS,안,0.9194152355194092
AS,신청해,0.910348117351532
AS,문제가,0.9059963822364807
AS,충전이,0.9049180150032043
AS,있으신가요?,0.8826345205307007
AS,화면이,0.881064236164093
AS,접수,0.8753696084022522
AS,센터로,0.8567516803741455
AS,<MODEL>입니다.,0.8564608693122864
AS,직영점,0.8549695014953613
AS,해야,0.8503108024597168
AS,죄송합니다.,0.8465105295181274
AS,도와드리겠습니다.,0.8439033031463623
AS,하나요?,0.8430193066596985
AS,센터,0.8429662585258484
AS,합니다.,0.8373122215270996
AS,직영점이나,0.8345656394958496
수,있습니다.,0.9468666315078735
수,자세한,0.9233782291412354
수,할인,0.9233430624008179
수,드릴,0.9195836186408997
수,받으실,0.9060733914375305
수,그럼,0.903375506401062
수,어느,0.9021188020706177
수,신청하실,0.8987099528312683
수,얼마나,0.8955757021903992
수,혜택이,0.8939036130905151
수,사용량은,0.8933688402175903
수,온라인으로,0.8907310366630554
수,혜택을,0.8901576399803162
수,추가,0.8846486210823059
수,있나요?,0.8840466737747192
수,서류가,0.8812297582626343
수,초과,0.8803783655166626
수,결합할,0.8790916204452515
수,줄일,0.8770280480384827
수,"<DATA_PRICE>원,",0.8744146823883057
있습니다.,서비스가,0.9088835120201111
있습니다.,드릴,0.9041280150413513
있습니다.,다양한,0.897109866142273
있습니다.,등이,0.8964436054229736
있습니다.,그럼,0.8938598036766052
있습니다.,관련,0.8915128111839294
있습니다.,추가,0.8899210095405579
있습니다.,있나요?,0.8819801211357117
있습니다.,혜택이,0.8760194182395935
있습니다.,받으실,0.8705510497093201
있습니다.,어느,0.8698723912239075
있습니다.,사용량은,0.8692785501480103
있습니다.,초과,0.8594733476638794
있습니다.,자세한,0.8589015603065491
있습니다.,변경하시면,0.8571091294288635
있습니다.,뭔가요?,0.8557279109954834
있습니다.,납부하실,0.8547345399856567
있습니다.,혜택을,0.8534435629844666
있습니다.,서류가,0.8528231382369995
도와드리겠습니다.,접수,0.9343860149383545
도와드리겠습니다.,해지,0.9333584904670715
도와드리겠습니다.,절차,0.9300435781478882
도와드리겠습니다.,<ADDRESS>입니다.,0.9075360894203186
도와드리겠습니다.,절차를,0.9066597819328308
도와드리겠습니다.,처리를,0.8993757367134094
도와드리겠습니다.,장애,0.8992832899093628
도와드리겠습니다.,빨리,0.8983895182609558
도와드리겠습니다.,부탁드립니다.,0.8981983065605164
도와드리겠습니다.,신청,0.893966794013977
도와드리겠습니다.,가입,0.8922070264816284
도와드리겠습니다.,설치,0.8850838541984558
도와드리겠습니다.,분실,0.8811342120170593
도와드리겠습니다.,사유를,0.8776234984397888
도와드리겠습니다.,<MODEL>입니다.,0.8775734901428223
도와드리겠습니다.,신청해,0.8761190176010132
도와드리겠습니다.,드려,0.872955858707428
도와드리겠습니다.,주소가,0.8702651858329773
도와드리겠습니다.,주소는,0.864534318447113
도와드리겠습니다.,개통,0.8603914976119995
어떻게,하나요?,0.926956057548523
어떻게,방문하시면,0.9020442366600037
어떻게,앱,0.8975542783737183
어떻게,신청하나요?,0.8949655294418335
어떻게,됩니다.,0.8942674994468689
어떻게,해야,0.8885896801948547
어떻게,모바일,0.8846435546875
어떻게,대리점을,0.8817543387413025
어떻게,또는,0.8747158050537109
어떻게,전화,0.8718534111976624
어떻게,되나요?,0.8642441630363464
어떻게,전화로,0.8573986291885376
어떻게,어디로,0.855424165725708
어떻게,가야,0.8537412881851196
어떻게,직영점,0.8528032898902893
어떻게,제휴,0.8511423468589783
어떻게,가입하나요?,0.8498236536979675
어떻게,받을,0.8474589586257935
어떻게,방문하셔야,0.8468106389045715
어떻게,문제라면,0.8445580005645752
싶습니다.,방법을,0.9592878818511963
싶습니다.,싶어요.,0.9554731845855713
싶습니다.,변경하고,0.9454160332679749
싶습니다.,바꾸고,0.9451522827148438
싶습니다.,카드에서,0.9448095560073853
싶습니다.,중인데,0.9431588053703308
싶습니다.,문의하고,0.9396612048149109
싶습니다.,방법,0.9332444667816162
싶습니다.,납부하고,0.9290528893470764
싶습니다.,이체로,0.928618311882019
싶습니다.,싶으신가요?,0.9275611042976379
싶습니다.,부가서비스에,0.9250088334083557
싶습니다.,방법으로,0.9237844944000244
싶습니다.,대해서,0.9205638766288757
싶습니다.,납부,0.914914608001709
싶습니다.,계좌,0.9109442234039307
싶습니다.,변경하려고요.,0.9094805121421814
싶습니다.,싶은데요.,0.9087045192718506
싶습니다.,중이신가요?,0.907045304775238
주세요.,기다려,0.9318336844444275
주세요.,잠시만,0.9150288105010986
주세요.,네.,0.8913625478744507
주세요.,확인,0.8796831369400024
주세요.,가능한지,0.8674144148826599
주세요.,사용하는,0.8605590462684631
주세요.,완료했습니다.,0.8407425284385681
주세요.,"신한은행,",0.8403403162956238
주세요.,<CARD_NUMBER>입니다.,0.8358194828033447
주세요.,가능한,0.8339500427246094
주세요.,요금제와,0.8333478569984436
주세요.,패턴을,0.8324757814407349
주세요.,맞아요.,0.8309339284896851
주세요.,고객님께서는,0.8295404314994812
주세요.,추가요금걱정없는데이터44입니다.,0.8274072408676147
주세요.,주소를,0.8260231018066406
주세요.,이용,0.8258447647094727
주세요.,해주세요.,0.8243218660354614
주세요.,있으니,0.8232635259628296
주세요.,제공되는,0.8225935697555542
없으신가요?,없어요.,0.9897858500480652
없으신가요?,"없어요,",0.9878647923469543
없으신가요?,수고하세요.,0.9842153191566467
없으신가요?,문의,0.9792768955230713
없으신가요?,감사합니다!,0.9758764505386353
없으신가요?,사항은,0.9740955829620361
없으신가요?,문의사항은,0.9599062204360962
없으신가요?,예정입니다.,0.948365330696106
없으신가요?,이메일로,0.928800106048584
없으신가요?,아니요.,0.9265615940093994
없으신가요?,연락드릴,0.9253788590431213
없으신가요?,보내드립니다.,0.9217002987861633
없으신가요?,필요합니다.,0.9112089276313782
없으신가요?,사용하세요.,0.9061377048492432
없으신가요?,없어!,0.9051955938339233
없으신가요?,겁니다.,0.9040846228599548
없으신가요?,가입이,0.903025209903717
해지,절차,0.9662683010101318
해지,사유를,0.9601933360099792
해지,처리를,0.9267392754554749
해지,분실신고를,0.9213246703147888
해지,여쭤봐도,0.9182842373847961
해지,회사로,0.9175181984901428
해지,개통,0.9170413017272949
해지,곳으로,0.9128451943397522
해지,장애,0.9107735753059387
해지,통신사로,0.9024344086647034
해지,<ADDRESS>입니다.,0.9019568562507629
해지,진행하겠습니다.,0.8982391953468323
해지,절차를,0.8931410312652588
해지,될까요?,0.8927908539772034
해지,분실,0.8909302949905396
해지,빨리,0.8866678476333618
해지,가입을,0.8862544298171997
해지,드려,0.8813518285751343
해지,바꾸려고요.,0.8803117275238037
현재,무엇인가요?,0.9772853851318359
현재,사용,0.9629617929458618
현재,중인,0.9466734528541565
현재,<PLAN>,0.926995038986206
현재,지금,0.9245561361312866
현재,요금제를,0.9151172041893005
현재,<PLAN_NAME>입니다.,0.9130045175552368
현재,쓰고,0.9116147756576538
현재,요금제,0.9043794870376587
현재,<CHARGE>,0.8992798328399658
현재,고객님.,0.8959704637527466
현재,패턴에,0.89059978723526
현재,고객님은,0.8755166530609131
현재,중입니다.,0.8687163591384888
현재,변경할,0.8680790662765503
현재,패턴을,0.867499589920044
현재,방법은,0.8644176125526428
현재,보겠습니다.,0.8613438606262207
현재,바꿔주세요.,0.8589552640914917
현재,싶은데요.,0.856631875038147
싶어요.,바꾸고,0.9543992280960083
싶어요.,방법을,0.9529015421867371
싶어요.,카드에서,0.9476282596588135
싶어요.,방법으로,0.9434661269187927
싶어요.,변경하고,0.941196620464325
싶어요.,중인데,0.9366827011108398
싶어요.,이체로,0.9358783960342407
싶어요.,계좌,0.9323940277099609
싶어요.,납부하고,0.923583984375
싶어요.,변경할,0.9196959733963013
싶어요.,변경하시겠습니까?,0.9181966781616211
싶어요.,납부,0.9134054780006409
싶어요.,방법,0.9127293229103088
싶어요.,방법은,0.9055642485618591
싶어요.,중이신가요?,0.8965604305267334
싶어요.,카드로,0.8915404081344604
싶어요.,변경하려고요.,0.8856793642044067
싶어요.,가입하고,0.8842832446098328
요금제로,있어요.,0.9642521142959595
요금제로,걸로요.,0.9631786942481995
요금제로,저렴한,0.960267961025238
요금제로,바꿔주세요.,0.9587778449058533
요금제로,많은,0.9557063579559326
요금제로,걸로,0.9517536759376526
요금제로,싼,0.9510990977287292
요금제로,변경을,0.9509885907173157
요금제로,더,0.9495746493339539
요금제로,변경하시겠어요?,0.9222008585929871
요금제로,데이터가,0.9168961644172668
요금제로,무제한,0.9143269062042236
요금제로,사용할,0.9124913215637207
요금제로,비싼,0.9107171893119812
요금제로,쓰는,0.9041276574134827
요금제로,변경하시겠습니까?,0.9029361009597778
요금제로,쓰고,0.9011640548706055
요금제로,좋을까요?,0.8942103981971741
요금제로,변경하시면,0.8808484077453613
요금제로,지금은,0.8720301389694214
요금,조회하고,0.9644707441329956
요금,조회하려고,0.9633509516716003
요금,"안녕하세요,",0.9534565210342407
요금,조회,0.9502458572387695
요금,전화했어요.,0.9481226205825806
요금,일상에,0.9475784301757812
요금,방법,0.9360095262527466
요금,청구서에,0.9358999133110046
요금,안녕하세요.,0.9343332648277283
요금,변화,0.9310256242752075
요금,청구서,0.9289299249649048
요금,가입하려고,0.9263362288475037
요금,얼마인지,0.9246041774749756
요금,좀,0.9229170083999634
요금,핸드폰을,0.9219807386398315
요금,휴대폰을,0.9185675382614136
요금,해지하려고,0.9181297421455383
문의,없어요.,0.9909851551055908
문의,"없어요,",0.9909526705741882
문의,사항은,0.9868491888046265
문의,수고하세요.,0.9843252301216125
문의,감사합니다!,0.9746285676956177
문의,예정입니다.,0.954404890537262
문의,이메일로,0.9272900223731995
문의,연락드릴,0.9246665239334106
문의,가입이,0.9230049252510071
문의,진행하겠습니다.,0.9204955101013184
문의,보내드립니다.,0.9185228943824768
문의,필요합니다.,0.916058361530304
문의,사용하세요.,0.913785457611084
문의,문의사항은,0.912040650844574
문의,없어!,0.9113945364952087
문의,겁니다.,0.9078924059867859
사항은,"없어요,",0.9920558929443359
사항은,수고하세요.,0.9904417991638184
사항은,없어요.,0.989989161491394
사항은,감사합니다!,0.9818673133850098
사항은,예정입니다.,0.9632676243782043
사항은,이메일로,0.9374136924743652
사항은,연락드릴,0.9323757886886597
사항은,필요합니다.,0.929034411907196
사항은,보내드립니다.,0.9213414192199707
사항은,사용하세요.,0.9190751314163208
사항은,겁니다.,0.9185640811920166
사항은,사항이,0.917567253112793
사항은,없어!,0.916221022605896
사항은,가입이,0.9160832166671753
사항은,문의사항은,0.9149791598320007
변경,변경해,0.9567736983299255
변경,다음,0.9332665801048279
변경,변경된,0.9281967878341675
변경,<DATE>부터,0.9151520729064941
변경,달부터,0.9055013060569763
변경,그걸로,0.9012452363967896
변경,좋아요.,0.8898113965988159
변경,좋습니다.,0.8891405463218689
변경,적용됩니다.,0.871936023235321
변경,후,0.8691487312316895
변경,동의합니다.,0.865641713142395
변경,처리가,0.8611986637115479
변경,"좋아요,",0.8611416220664978
변경,완료되었습니다.,0.853914201259613
변경,처리,0.8537024259567261
변경,언제부터,0.8526666164398193
변경,드렸습니다.,0.8521217703819275
변경,동의하시나요?,0.8487427234649658
변경,<BANK_NAME>,0.8484013080596924
좀,봐주세요.,0.9630810022354126
좀,변경하려고요.,0.9513158798217773
좀,조회,0.9487146735191345
좀,조회하고,0.9416257739067078
좀,조회하려고,0.9333882331848145
좀,안녕하세요.,0.9294861555099487
좀,청구서,0.9283785820007324
좀,전화했어요.,0.9232434034347534
좀,하는데,0.9204182624816895
좀,조회하려고요.,0.9183138012886047
좀,하는데요.,0.9173381328582764
좀,가입하려고,0.9141194820404053
좀,싶은데요.,0.9104222655296326
좀,"안녕하세요,",0.9060462117195129
좀,방법,0.9052290916442871
좀,요금제,0.9050029516220093
좀,핸드폰을,0.9028974771499634
좀,얼마예요?,0.8993437886238098
좀,미납,0.8974265456199646
변경하고,바꾸고,0.9774354100227356
변경하고,변경하시겠습니까?,0.9589371681213379
변경하고,납부하고,0.9447465538978577
변경하고,이체로,0.943680465221405
변경하고,방법으로,0.9422770142555237
변경하고,카드에서,0.9372538328170776
변경하고,방법을,0.9319785833358765
변경하고,중인데,0.9298616647720337
변경하고,방법은,0.9283868670463562
변경하고,납부,0.927929162979126
변경하고,카드로,0.9235273003578186
변경하고,계좌,0.9114382863044739
변경하고,요금제,0.9093098640441895
변경하고,변경할,0.9044559597969055
변경하고,지금은,0.8958688378334045
변경하고,변경하시겠어요?,0.8935053944587708
변경하고,있어요.,0.8913351893424988
변경하고,방법,0.8899312019348145
알려주세요.,예상,0.9271834492683411
알려주세요.,이번,0.9246441721916199
알려주세요.,얼마인지,0.9174765348434448
알려주세요.,달,0.9159349799156189
알려주세요.,<PRICE>원입니다.,0.8919967412948608
알려주세요.,알려드릴까요?,0.8832985162734985
알려주세요.,미납,0.8760532736778259
알려주세요.,내역,0.8744029402732849
알려주세요.,주시겠습니까?,0.8728650808334351
알려주세요.,요금은,0.8712981939315796
알려주세요.,고객님이시군요.,0.869756281375885
알려주세요.,요금을,0.8696695566177368
알려주세요.,내역도,0.8684306144714355
알려주세요.,청구서는,0.8655654191970825
알려주세요.,알려드리겠습니다.,0.8542829751968384
알려주세요.,정보를,0.8530142903327942
알려주세요.,<BIRTH_NUMBER>입니다.,0.8512086868286133
알려주세요.,미납은,0.8503132462501526
알려주세요.,나왔다고,0.849734902381897
알려주세요.,고객님의,0.8485866189002991
변경해,변경된,0.9160581827163696
변경해,그걸로,0.8995351195335388
변경해,<DATE>부터,0.8938305974006653
변경해,요금제는,0.8825010061264038
변경해,좋아요.,0.8769884705543518
변경해,다음,0.8636653423309326
변경해,"좋아요,",0.8593162894248962
변경해,바꿔주세요.,0.8587060570716858
변경해,더,0.8565250635147095
변경해,좋습니다.,0.8558353781700134
변경해,새로운,0.8461709022521973
변경해,요금제가,0.8461148142814636
변경해,적용됩니다.,0.8413882255554199
